Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4876,AIR_9,UNREGION,9,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,4.69 [1.44-9.40],4.69078,1.4419,9.40261,,2022-09-12T16:33:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
23972,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,10.09 [2.03-25.39],10.09427,2.03346,25.38599,,2022-09-12T15:58:50+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
36926,AIR_9,COUNTRY,HTI,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,36 [4-99],36.07684,3.82627,99.44012,,2022-08-26T09:26:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
48525,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,275.42 [199.59-357.80],275.41737,199.58592,357.80061,,2022-09-12T17:07:52+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
49186,AIR_9,COUNTRY,ISR,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,27 [15-43],27.18332,15.13504,43.28586,,2022-08-26T09:26:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
54798,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE0-4,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,27.50 [19.29-36.07],27.5017,19.29109,36.07125,,2022-09-12T16:32:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
61541,AIR_9,COUNTRY,GTM,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,29 [8-61],28.67068,8.47936,60.65971,,2022-08-26T09:26:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
73830,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.33 [0.18-0.51],0.32927,0.18336,0.5143,,2022-09-12T15:58:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
80066,AIR_9,COUNTRY,GRD,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,31 [6-79],31.04149,5.8791,78.59789,,2022-08-26T09:26:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
80865,AIR_9,COUNTRY,CUB,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,100 [24-232],99.50264,23.86791,232.15027,,2022-08-26T09:25:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
87435,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,0.30 [0.07-0.71],0.30456,0.07365,0.70661,,2022-09-12T16:32:38+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
93595,AIR_9,UNREGION,34,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,4.71 [3.02-6.65],4.70638,3.01913,6.64932,,2022-09-12T16:33:13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
99194,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,1.16 [0.37-2.47],1.16129,0.37307,2.47344,,2022-09-12T14:48:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
99921,AIR_9,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,85 [36-143],84.82842,36.12089,142.50373,,2022-08-26T09:26:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
113038,AIR_9,UNSDGREGION,UNSDG_CENTRALASIASOUTHERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.30 [0.20-0.43],0.30473,0.19617,0.43372,,2022-09-12T15:58:36+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
118320,AIR_9,COUNTRY,GRC,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,193 [90-314],193.04585,90.03826,314.0191,,2022-08-26T09:26:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
124401,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,2.01 [0.74-3.77],2.01161,0.7398,3.7727,,2022-09-12T17:07:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
130787,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,36.74 [19.58-55.60],36.73773,19.57898,55.59872,,2022-09-12T17:07:53+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
131649,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,53.98 [28.23-80.98],53.97746,28.22869,80.98039,,2022-09-12T17:08:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
137150,AIR_9,REGION,AMR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,5.48 [2.30-9.65],5.47993,2.30014,9.65174,,2022-09-12T17:07:51+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
143958,AIR_9,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,28 [15-45],27.73164,14.68708,44.94036,,2022-08-26T09:26:10+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
156813,AIR_9,COUNTRY,BEL,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,86 [41-148],85.52208,41.25652,147.92301,,2022-08-26T09:25:46+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
157170,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,7.71 [2.84-14.81],7.7112,2.83595,14.8085,,2022-09-12T16:33:17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
157299,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.91 [0.56-1.32],0.90805,0.55734,1.32382,,2022-09-12T14:49:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
163218,AIR_9,UNREGION,143,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.60 [0.35-0.92],0.59545,0.34758,0.91661,,2022-09-12T16:32:28+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
169144,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,8.79 [4.67-12.44],8.78517,4.66684,12.43747,,2022-09-12T16:33:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
175394,AIR_9,UNREGION,419,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,2.15 [1.03-3.49],2.14732,1.02758,3.48599,,2022-09-12T16:32:42+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
175813,AIR_9,UNREGION,15,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE10-14,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,8.72 [6.21-11.48],8.71957,6.20537,11.4789,,2022-09-12T16:32:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
176162,AIR_9,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,19 [6-38],18.97676,6.24714,37.98841,,2022-08-26T09:25:45+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
181675,AIR_9,REGION,AMR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,85.18 [35.52-148.09],85.18397,35.51528,148.08891,,2022-09-12T17:07:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
181736,AIR_9,UNREGION,34,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,13.71 [10.17-17.69],13.70594,10.16984,17.69439,,2022-09-12T16:33:16+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
182157,AIR_9,COUNTRY,CRI,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,42 [11-95],41.76492,10.632,95.27299,,2022-08-26T09:25:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
188717,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,2.20 [0.89-3.99],2.19542,0.89415,3.98714,,2022-09-12T14:49:01+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
200754,AIR_9,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,156 [79-248],155.604,78.56259,248.32727,,2022-08-26T09:26:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
201291,AIR_9,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,221 [77-434],221.45592,76.79768,434.41453,,2022-08-26T09:25:50+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
219836,AIR_9,UNSDGREGION,UNSDG_WESTERNASIANORTHERNAFR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,3.95 [2.81-5.23],3.9456,2.81121,5.23081,,2022-09-12T15:59:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
219854,AIR_9,UNREGION,419,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,25.51 [11.66-41.55],25.51331,11.66361,41.5512,,2022-09-12T16:32:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
226194,AIR_9,UNREGION,15,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE10-14,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,6.55 [4.46-8.79],6.54886,4.46326,8.78903,,2022-09-12T16:32:45+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
245220,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,53.68 [28.51-80.74],53.68278,28.50833,80.744,,2022-09-12T14:49:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
245555,AIR_9,REGION,EMR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,4.52 [1.92-7.92],4.51521,1.91952,7.91959,,2022-09-12T17:08:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
258866,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,322.67 [171.86-484.67],322.66921,171.85725,484.66776,,2022-09-12T14:49:01+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
270430,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,8.54 [2.03-20.29],8.54471,2.0313,20.29093,,2022-09-12T16:32:37+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
270926,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,873.56 [599.53-1 139.24],873.55789,599.53063,1139.23568,,2022-09-12T16:32:36+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
277077,AIR_9,COUNTRY,GTM,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,4 [2-8],4.49637,2.43168,7.50519,,2022-08-26T09:26:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
277342,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,3.23 [1.68-4.85],3.23377,1.68188,4.84732,,2022-09-12T15:58:39+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
283627,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,10.60 [5.25-18.19],10.60002,5.24923,18.19066,,2022-09-12T14:49:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
284139,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1 070.43 [693.29-1 459.03],1070.42521,693.29093,1459.02722,,2022-09-12T15:59:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
290028,AIR_9,UNSDGREGION,UNSDG_OCEANIAexAUSNZL,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,2.14 [0.05-6.84],2.144,0.05442,6.84347,,2022-09-12T15:58:54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
296465,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,11.33 [2.36-28.13],11.3298,2.35708,28.13093,,2022-09-12T15:58:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
296554,AIR_9,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,75 [35-122],75.32528,34.65192,122.35298,,2022-08-26T09:25:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
302337,AIR_9,COUNTRY,TCD,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,211 [136-278],211.04551,135.61199,278.19411,,2022-08-26T09:26:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
315823,AIR_9,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,11 [5-22],11.18688,4.60537,22.06696,,2022-08-26T09:26:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
328480,AIR_9,COUNTRY,SVN,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,56 [15-128],56.49537,14.52369,127.99689,,2022-08-26T09:26:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
340888,AIR_9,COUNTRY,BRA,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,53 [12-128],53.37649,11.71821,127.98692,,2022-08-26T09:25:50+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
341050,AIR_9,COUNTRY,LBR,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,42 [14-83],42.06962,14.06984,82.98079,,2022-08-26T09:26:11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
347759,AIR_9,GLOBAL,GLOBAL,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,4.14 [2.36-6.43],4.14052,2.36053,6.43028,,2022-09-12T17:38:22+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
353834,AIR_9,COUNTRY,GAB,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,36 [4-91],36.32742,4.38331,91.3623,,2022-08-26T09:26:01+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
385263,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,70.93 [48.98-89.42],70.9267,48.97825,89.42401,,2022-09-12T17:07:54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
397934,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.12 [0.07-0.18],0.1194,0.06766,0.18429,,2022-09-12T17:07:44+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
403704,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,3.15 [1.83-4.88],3.15459,1.83062,4.88207,,2022-09-12T16:33:25+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
403871,AIR_9,COUNTRY,FIN,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,48 [11-112],48.4893,11.49899,111.9514,,2022-08-26T09:25:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
409972,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,1.69 [0.62-3.23],1.68822,0.62367,3.22824,,2022-09-12T15:58:58+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
416426,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,14.96 [9.16-21.80],14.96336,9.16394,21.80139,,2022-09-12T16:32:33+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
416556,AIR_9,COUNTRY,STP,AFR,YEAR,Africa,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,1 097 [693-1 549],1096.57506,692.80695,1548.77757,,2022-08-26T09:26:29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
422757,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,0.50 [0.28-0.70],0.50202,0.2812,0.70279,,2022-09-12T15:58:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
423112,AIR_9,UNSDGREGION,UNSDG_WESTERNASIANORTHERNAFR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,19.24 [13.14-24.33],19.2365,13.13651,24.33475,,2022-09-12T15:59:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
423405,AIR_9,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,306 [190-400],305.65551,190.34441,399.79005,,2022-08-26T09:26:37+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
428789,AIR_9,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,42 [6-99],42.32359,6.44236,99.08968,,2022-08-26T09:25:56+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
428833,AIR_9,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,123 [70-192],123.13267,69.68537,191.99807,,2022-08-26T09:26:10+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
429756,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,18.21 [12.41-23.02],18.21021,12.40987,23.01836,,2022-09-12T16:33:25+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
429815,AIR_9,REGION,AMR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,558.12 [393.70-732.85],558.12248,393.69629,732.85471,,2022-09-12T17:07:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
429860,AIR_9,COUNTRY,SWZ,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,3 [1-5],2.6901,1.21937,4.81133,,2022-08-26T09:26:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
435566,AIR_9,UNSDGREGION,UNSDG_CENTRALASIASOUTHERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,16.57 [12.24-21.42],16.57208,12.24357,21.41808,,2022-09-12T15:58:39+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
435809,AIR_9,REGION,EUR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,1.01 [0.50-1.57],1.01039,0.50108,1.56732,,2022-09-12T17:07:57+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
442549,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,115.01 [76.07-146.03],115.00523,76.06896,146.02921,,2022-09-12T16:32:33+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
448575,AIR_9,UNREGION,419,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,9.64 [4.37-15.99],9.63813,4.37024,15.98715,,2022-09-12T16:32:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
467045,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,5.25 [2.69-7.75],5.24822,2.69215,7.75142,,2022-09-12T15:58:41+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
467069,AIR_9,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,977 [588-1 387],977.12974,587.8843,1386.5463,,2022-08-26T09:26:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
