Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
10025702,AIR_9,COUNTRY,MUS,AFR,YEAR,Africa,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,196 [75-353],196.48872,74.8958,353.24591,,2022-08-26T09:26:18+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10027006,AIR_9,COUNTRY,AGO,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,105 [23-211],105.47708,22.5821,210.64513,,2022-08-26T09:25:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10032448,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,31.25 [18.02-42.72],31.25039,18.02123,42.71532,,2022-09-12T16:32:34+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10032698,AIR_9,UNSDGREGION,UNSDG_AUSTRALIANEWZEALAND,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,10.89 [6.04-15.16],10.89064,6.03669,15.15769,,2022-09-12T15:58:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10033100,AIR_9,COUNTRY,SYC,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,323 [192-435],322.82998,191.66423,435.05388,,2022-08-26T09:26:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10033851,AIR_9,UNREGION,143,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,215.16 [148.64-289.82],215.16265,148.64356,289.81722,,2022-09-12T16:32:28+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10039610,AIR_9,COUNTRY,NGA,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,5 [3-7],4.54528,2.70424,6.52548,,2022-08-26T09:26:19+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10040052,AIR_9,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,592 [406-758],591.79872,405.90342,757.51072,,2022-08-26T09:26:09+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10040828,AIR_9,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,48 [11-103],48.44941,11.1804,102.7691,,2022-08-26T09:26:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10044717,AIR_9,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,4 [1-8],3.80712,1.30559,7.74575,,2022-08-26T09:26:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10044981,AIR_9,COUNTRY,CHE,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,22 [7-44],22.15457,7.00779,44.12867,,2022-08-26T09:25:52+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10045722,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,11.54 [4.71-20.90],11.53797,4.71201,20.89851,,2022-09-12T16:32:34+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10046652,AIR_9,COUNTRY,GBR,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,637 [441-857],637.43166,441.21346,857.28558,,2022-08-26T09:26:01+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10046738,AIR_9,COUNTRY,DEU,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,48 [18-89],48.32193,17.75224,88.90294,,2022-08-26T09:25:56+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10051559,AIR_9,UNSDGREGION,UNSDG_LAC,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,7.65 [3.51-12.50],7.65368,3.51087,12.50405,,2022-09-12T15:58:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10052882,AIR_9,REGION,EUR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,8.74 [5.24-11.79],8.74093,5.24341,11.79121,,2022-09-12T17:07:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10057878,AIR_9,COUNTRY,CAN,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,141 [73-202],140.91244,73.36953,202.0624,,2022-08-26T09:25:51+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10058587,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,57.66 [22.16-104.14],57.66055,22.16121,104.13628,,2022-09-12T15:58:51+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10064263,AIR_9,COUNTRY,SVK,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,508 [314-666],507.69802,314.00593,666.06299,,2022-08-26T09:26:29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10064599,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,4.43 [2.31-6.59],4.43403,2.31395,6.59117,,2022-09-12T17:08:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10066035,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,2.86 [1.15-5.20],2.86,1.14657,5.20241,,2022-09-12T16:33:24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10072705,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,34.06 [18.09-48.24],34.05777,18.09268,48.23515,,2022-09-12T16:32:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10077822,AIR_9,COUNTRY,BGR,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,608 [296-955],607.70975,296.12571,955.49182,,2022-08-26T09:25:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10078763,AIR_9,COUNTRY,LCA,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,22 [3-56],21.80005,3.15654,56.27342,,2022-08-26T09:26:12+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10084669,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,242.27 [98.28-441.16],242.27389,98.27691,441.15999,,2022-09-12T16:32:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10085294,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,260.05 [111.48-458.01],260.05344,111.48458,458.01312,,2022-09-12T17:07:53+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10096015,AIR_9,UNSDGREGION,UNSDG_LAC,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,3.96 [2.00-6.65],3.96331,2.00337,6.64716,,2022-09-12T15:58:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10102402,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,265.75 [107.60-485.00],265.7549,107.59641,485.00102,,2022-09-12T16:32:34+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10102535,AIR_9,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,13 [3-33],13.3471,2.73637,32.62403,,2022-08-26T09:26:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10108920,AIR_9,UNREGION,143,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,31.06 [16.33-47.26],31.06401,16.3264,47.25671,,2022-09-12T16:32:23+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10109564,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.74 [0.43-1.16],0.74169,0.42734,1.15524,,2022-09-12T16:33:18+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10116993,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,1 650.60 [1 336.69-1 989.41],1650.60407,1336.6854,1989.41042,,2022-09-12T14:49:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10121025,AIR_9,REGION,EUR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,14.28 [3.55-33.43],14.28376,3.54913,33.42969,,2022-09-12T17:07:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10123476,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,292.61 [156.03-444.00],292.61449,156.02535,443.99942,,2022-09-12T17:07:52+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10128476,AIR_9,UNREGION,9,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,522.55 [284.51-782.81],522.54932,284.5147,782.80941,,2022-09-12T16:33:06+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10133737,AIR_9,REGION,EMR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,16.03 [6.79-28.48],16.03075,6.78735,28.48268,,2022-09-12T17:08:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10139928,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,11.47 [5.67-19.29],11.47206,5.66733,19.29361,,2022-09-12T16:32:35+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10140474,AIR_9,UNREGION,35,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,19.16 [11.12-27.86],19.16437,11.1154,27.85587,,2022-09-12T16:33:11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10140754,AIR_9,COUNTRY,ETH,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,131 [82-176],131.33871,81.95504,175.90824,,2022-08-26T09:25:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10141075,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,4.40 [1.99-7.44],4.39724,1.99172,7.44197,,2022-09-12T14:48:57+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10142438,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,6.27 [3.52-9.83],6.27292,3.51746,9.82733,,2022-09-12T16:33:18+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10146896,AIR_9,COUNTRY,PRT,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,562 [381-765],562.31062,380.82048,765.29379,,2022-08-26T09:26:24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10147432,AIR_9,COUNTRY,MEX,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,341 [214-445],340.594,213.51598,445.26395,,2022-08-26T09:26:15+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10153938,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,13.64 [2.00-37.36],13.64421,2.00265,37.36119,,2022-09-12T16:32:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10161070,AIR_9,REGION,AMR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,6.66 [1.28-17.03],6.66336,1.28315,17.02677,,2022-09-12T17:07:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10161554,AIR_9,COUNTRY,NLD,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,116 [25-282],116.16718,24.70074,282.36798,,2022-08-26T09:26:20+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10166061,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,1.91 [0.71-3.62],1.90991,0.70967,3.62442,,2022-09-12T15:58:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10166782,AIR_9,UNREGION,143,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE5-9,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,14.04 [9.59-19.06],14.04296,9.59014,19.06344,,2022-09-12T16:32:29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10167315,AIR_9,COUNTRY,SEN,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,222 [143-293],221.96887,143.17802,292.99898,,2022-08-26T09:26:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10167868,AIR_9,UNREGION,9,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.02 [0.01-0.04],0.01825,0.0057,0.04161,,2022-09-12T16:33:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10171812,AIR_9,UNSDGREGION,UNSDG_WESTERNASIANORTHERNAFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,8.97 [5.13-13.79],8.9704,5.13467,13.7939,,2022-09-12T15:59:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10171869,AIR_9,COUNTRY,VEN,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,100 [44-162],99.58482,44.1304,162.01419,,2022-08-26T09:26:36+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10177998,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,30.17 [12.10-55.58],30.17299,12.09622,55.58167,,2022-09-12T15:58:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2994,AIR_9,COUNTRY,PAN,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,290 [190-394],290.25069,190.2088,393.95579,,2022-08-26T09:26:22+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3406,AIR_9,UNSDGREGION,UNSDG_LAC,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,2.63 [1.34-4.41],2.63347,1.33698,4.4075,,2022-09-12T15:58:44+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3744,AIR_9,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,29 [0-88],29.00116,0.0,88.22121,,2022-08-26T09:25:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9203,AIR_9,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,569 [381-724],569.17911,381.32143,724.4465,,2022-08-26T09:26:06+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9968,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,19.33 [10.20-29.13],19.33295,10.19991,29.12945,,2022-09-12T16:33:19+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
14930,AIR_9,COUNTRY,SUR,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,34 [9-69],33.72563,8.88807,68.75982,,2022-08-26T09:26:29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
27197,AIR_9,UNSDGREGION,UNSDG_WESTERNASIANORTHERNAFR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,6.27 [3.43-9.40],6.27417,3.43144,9.39958,,2022-09-12T15:59:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
27838,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,150.94 [79.25-226.72],150.94029,79.24744,226.7186,,2022-09-12T17:07:44+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
33550,AIR_9,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,208 [109-294],207.58184,108.66298,293.96472,,2022-08-26T09:26:17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
33859,AIR_9,COUNTRY,NGA,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,2 339 [1 735-2 978],2339.36369,1734.97822,2977.81472,,2022-08-26T09:26:19+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
34022,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,6.22 [0.91-17.04],6.22458,0.91464,17.03891,,2022-09-12T16:33:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
47615,AIR_9,UNREGION,15,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,90.51 [60.56-115.04],90.51034,60.55702,115.03526,,2022-09-12T16:32:46+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
48108,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,13.77 [8.66-17.77],13.77117,8.66111,17.77452,,2022-09-12T16:33:20+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
53185,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,4.18 [2.77-5.66],4.17514,2.7719,5.65684,,2022-09-12T17:08:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
54124,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,27.70 [17.81-35.75],27.70454,17.8073,35.7533,,2022-09-12T15:58:58+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
59215,AIR_9,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,1 077 [0-2 088],1077.08128,0.0,2087.69036,,2022-08-26T09:26:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
59871,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,209.58 [83.14-389.66],209.57893,83.14394,389.66227,,2022-09-12T15:58:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
59899,AIR_9,COUNTRY,NZL,WPR,YEAR,Western Pacific,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,63 [11-161],62.77608,11.08241,161.40838,,2022-08-26T09:26:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
60297,AIR_9,UNREGION,35,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,110.44 [35.42-227.49],110.43974,35.41763,227.48909,,2022-09-12T16:33:08+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
60310,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.38 [0.23-0.56],0.37848,0.22979,0.55996,,2022-09-12T15:58:42+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
72458,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,1.27 [0.74-1.97],1.27196,0.73635,1.96791,,2022-09-12T16:33:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
73141,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,24.85 [7.88-49.79],24.85407,7.87939,49.78825,,2022-09-12T16:32:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
78068,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,7.70 [4.46-11.89],7.70145,4.46461,11.89453,,2022-09-12T16:33:23+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
78082,AIR_9,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,13 [8-19],13.06939,7.89623,19.48144,,2022-08-26T09:26:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
79408,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,8.15 [4.66-12.78],8.15161,4.65577,12.78174,,2022-09-12T16:33:23+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
84660,AIR_9,WORLDBANKINCOMEGROUP,WB_LIMI,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,39.75 [20.87-59.08],39.75317,20.86965,59.07644,,2022-09-12T14:49:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
