,SpatialDim,ParentLocationCode,TimeDim,Dim2,AirPollDALYs,Low,High
1055,ZMB,AFR,2014,GHECAUSE_GHE000390,2387.662,1990.958,2793.846
1059,IDN,SEAR,2016,GHECAUSE_GHE000680,97.032,63.251,134.342
1060,PAN,AMR,2014,GHECAUSE_GHE001140,90.739,39.372,149.806
1065,PAK,EMR,2019,GHECAUSE_GHE000000,5359.338,4372.812,6323.554
1069,BRA,AMR,2018,GHECAUSE_GHE001140,123.26,53.642,201.188
1070,BRN,WPR,2010,GHECAUSE_GHE001180,48.51,8.063,130.839
1071,BRB,AMR,2010,GHECAUSE_GHE000680,7.73,2.234,15.813
1076,ITA,EUR,2012,GHECAUSE_GHE001180,39.871,12.237,83.64
1080,HUN,EUR,2011,GHECAUSE_GHE000390,37.668,20.653,55.636
1081,ESP,EUR,2012,GHECAUSE_GHE000390,16.186,6.488,28.337
1087,TGO,AFR,2015,GHECAUSE_GHE001180,504.708,337.41,696.951
1088,MNG,WPR,2017,GHECAUSE_GHE000390,422.836,334.29,503.933
1094,IRN,EMR,2014,GHECAUSE_GHE001180,102.914,37.85,194.657
1096,MNE,EUR,2014,GHECAUSE_GHE000390,89.292,64.367,116.201
1097,JAM,AMR,2014,GHECAUSE_GHE001140,251.587,122.349,407.873
1101,NLD,EUR,2012,GHECAUSE_GHE001140,50.813,22.621,83.718
1105,GNQ,AFR,2017,GHECAUSE_GHE000680,75.237,55.652,93.646
1106,THA,SEAR,2017,GHECAUSE_GHE000680,142.308,86.885,208.639
1109,ALB,EUR,2012,GHECAUSE_GHE000680,143.541,84.581,208.105
1110,ERI,AFR,2015,GHECAUSE_GHE000680,54.456,45.219,63.836
1114,JOR,EMR,2017,GHECAUSE_GHE001140,187.648,97.344,282.714
1116,GMB,AFR,2017,GHECAUSE_GHE000680,61.618,51.024,71.196
1126,HUN,EUR,2016,GHECAUSE_GHE000000,918.137,669.686,1158.185
1127,COG,AFR,2015,GHECAUSE_GHE000000,4754.767,3881.128,5756.659
1134,ETH,AFR,2011,GHECAUSE_GHE000390,2731.922,2311.687,3104.048
1137,CZE,EUR,2014,GHECAUSE_GHE001130,470.686,296.256,609.982
1144,SDN,EMR,2016,GHECAUSE_GHE000000,3994.3,2584.644,5236.672
1147,FSM,WPR,2011,GHECAUSE_GHE000000,6880.233,5537.585,8262.838
1148,AZE,EUR,2019,GHECAUSE_GHE001180,87.871,26.133,177.517
1150,HTI,AMR,2011,GHECAUSE_GHE001180,398.705,250.032,597.011
1156,AFG,EMR,2017,GHECAUSE_GHE001140,1491.776,923.798,2172.991
1157,WSM,WPR,2016,GHECAUSE_GHE000000,3812.245,2824.535,4785.924
1159,NER,AFR,2010,GHECAUSE_GHE001180,505.075,339.084,696.207
1160,MLI,AFR,2010,GHECAUSE_GHE000390,3420.075,2885.676,3909.383
1165,COG,AFR,2017,GHECAUSE_GHE001130,1338.771,978.539,1694.049
1170,BRA,AMR,2015,GHECAUSE_GHE000390,156.145,76.23,242.078
1172,GNB,AFR,2019,GHECAUSE_GHE001130,1586.367,1279.237,1859.623
1173,LVA,EUR,2019,GHECAUSE_GHE001180,20.713,4.852,48.242
1177,DJI,EMR,2011,GHECAUSE_GHE001130,1284.823,1005.61,1542.766
1178,TJK,EUR,2011,GHECAUSE_GHE000680,70.243,46.968,95.795
1179,AFG,EMR,2012,GHECAUSE_GHE000680,110.86,89.231,130.451
1184,OMN,EMR,2011,GHECAUSE_GHE001140,411.675,208.753,656.161
1196,CIV,AFR,2019,GHECAUSE_GHE001180,379.359,232.239,558.766
1198,EMR,,2018,GHECAUSE_GHE000000,3665.95,2923.885,4462.62
1199,ZAF,AFR,2010,GHECAUSE_GHE001140,614.158,344.834,900.113
1200,LAO,WPR,2010,GHECAUSE_GHE000680,275.293,217.033,332.795
1201,BOL,AMR,2010,GHECAUSE_GHE000680,49.687,32.948,68.198
1203,PER,AMR,2017,GHECAUSE_GHE000390,417.604,299.753,542.936
1205,URY,AMR,2012,GHECAUSE_GHE001130,218.488,115.73,312.286
1207,PAN,AMR,2017,GHECAUSE_GHE000680,8.722,3.862,15.752
1209,VCT,AMR,2014,GHECAUSE_GHE001180,41.44,9.32,100.21
1214,COD,AFR,2018,GHECAUSE_GHE001130,1187.832,922.677,1439.307
1225,NAM,AFR,2014,GHECAUSE_GHE000680,55.803,42.76,68.582
1232,NOR,EUR,2013,GHECAUSE_GHE000680,14.559,6.496,27.426
1233,KWT,EMR,2014,GHECAUSE_GHE000390,174.379,130.808,221.302
1234,NLD,EUR,2016,GHECAUSE_GHE001130,133.118,78.118,177.728
1240,EGY,EMR,2018,GHECAUSE_GHE000000,2574.154,1975.338,3197.534
1244,AMR,,2019,GHECAUSE_GHE001130,300.176,183.371,410.092
1254,MAR,EMR,2012,GHECAUSE_GHE001140,274.512,124.45,461.51
1255,LBR,AFR,2017,GHECAUSE_GHE001140,811.673,535.994,1116.653
1256,TUN,EMR,2010,GHECAUSE_GHE001140,240.494,120.752,379.324
1265,RUS,EUR,2010,GHECAUSE_GHE001130,1144.196,641.752,1714.736
1266,SOM,EMR,2016,GHECAUSE_GHE000390,4563.594,3803.029,5287.199
1270,ETH,AFR,2017,GHECAUSE_GHE001180,353.214,234.304,495.542
1272,CYP,EUR,2018,GHECAUSE_GHE001180,38.873,10.658,86.633
1276,SVN,EUR,2019,GHECAUSE_GHE000390,11.826,5.151,19.519
1278,RUS,EUR,2018,GHECAUSE_GHE001130,993.339,491.272,1737.698
1280,AFG,EMR,2010,GHECAUSE_GHE000390,2370.928,1944.946,2706.774
1281,QAT,EMR,2016,GHECAUSE_GHE001140,203.06,112.031,315.578
1283,UGA,AFR,2015,GHECAUSE_GHE000000,4567.952,3960.446,5154.91
1285,GHA,AFR,2016,GHECAUSE_GHE000000,5312.254,4535.832,6081.044
1286,TUN,EMR,2015,GHECAUSE_GHE000680,50.626,25.858,82.391
1287,KGZ,EUR,2018,GHECAUSE_GHE001130,1537.006,1071.334,1983.054
1288,LUX,EUR,2010,GHECAUSE_GHE000680,37.507,18.375,64.994
1290,SVN,EUR,2010,GHECAUSE_GHE001130,270.008,170.699,350.11
1291,DNK,EUR,2016,GHECAUSE_GHE001130,119.118,67.383,165.236
1297,DOM,AMR,2013,GHECAUSE_GHE001140,203.291,86.581,344.526
1298,PRT,EUR,2016,GHECAUSE_GHE000390,32.347,10.27,65.365
1299,RUS,EUR,2011,GHECAUSE_GHE001130,1028.637,559.202,1637.378
1302,GEO,EUR,2018,GHECAUSE_GHE000680,87.793,45.785,141.625
1306,SVK,EUR,2015,GHECAUSE_GHE001180,43.335,12.997,91.222
1307,BTN,SEAR,2013,GHECAUSE_GHE001180,682.157,309.545,1188.009
1318,HTI,AMR,2018,GHECAUSE_GHE000390,1991.46,1636.461,2308.601
1319,NER,AFR,2018,GHECAUSE_GHE001180,489.255,328.492,674.062
1324,ZWE,AFR,2010,GHECAUSE_GHE001140,978.347,589.925,1405.058
1325,BHR,EMR,2018,GHECAUSE_GHE001130,781.676,544.819,982.387
1332,GEO,EUR,2016,GHECAUSE_GHE000680,105.666,56.106,165.192
1337,SWE,EUR,2017,GHECAUSE_GHE001140,21.774,5.913,48.142
1345,KEN,AFR,2010,GHECAUSE_GHE000000,4186.171,3666.912,4693.103
1346,COL,AMR,2015,GHECAUSE_GHE001130,347.479,220.035,475.219
1348,BLZ,AMR,2012,GHECAUSE_GHE000000,865.67,471.11,1259.014
1349,PRT,EUR,2010,GHECAUSE_GHE000390,38.369,14.477,70.826
1354,MMR,SEAR,2017,GHECAUSE_GHE001130,878.206,670.155,1053.577
1356,TON,WPR,2012,GHECAUSE_GHE001130,783.845,446.863,1098.706
1361,TUR,EUR,2012,GHECAUSE_GHE001180,149.791,53.706,294.705
1363,ARE,EMR,2014,GHECAUSE_GHE001130,834.891,569.59,1052.816
1364,PRY,AMR,2012,GHECAUSE_GHE001180,113.507,55.445,194.91
1365,DZA,AFR,2016,GHECAUSE_GHE001130,594.977,361.409,810.784
1369,GLOBAL,,2012,GHECAUSE_GHE000680,137.14,94.351,181.866
1370,GHA,AFR,2019,GHECAUSE_GHE001140,1185.054,736.673,1693.656
1374,BTN,SEAR,2011,GHECAUSE_GHE000680,78.57,47.289,110.036
1376,LKA,SEAR,2012,GHECAUSE_GHE000680,81.706,64.68,96.777
1377,UKR,EUR,2013,GHECAUSE_GHE001130,1367.301,829.228,1899.649
1378,CHL,AMR,2012,GHECAUSE_GHE000390,57.618,32.819,82.778
1381,PRY,AMR,2011,GHECAUSE_GHE000680,100.44,70.691,131.872
1382,SYR,EMR,2019,GHECAUSE_GHE001130,1347.654,859.049,2000.246
1383,GHA,AFR,2013,GHECAUSE_GHE001130,1397.345,1111.6,1646.53
1384,SYC,AFR,2019,GHECAUSE_GHE001180,71.45,18.154,154.413
1386,CUB,AMR,2018,GHECAUSE_GHE000390,146.469,71.872,241.838
1387,IRN,EMR,2019,GHECAUSE_GHE000000,1256.188,920.596,1749.938
1388,DOM,AMR,2011,GHECAUSE_GHE001130,494.489,239.312,734.782
1397,GLOBAL,,2010,GHECAUSE_GHE000680,142.846,98.59,191.106
1398,VUT,WPR,2016,GHECAUSE_GHE001140,1738.898,1035.614,2557.915
1401,MMR,SEAR,2010,GHECAUSE_GHE001180,1042.194,673.901,1475.462
1404,IRQ,EMR,2012,GHECAUSE_GHE000680,54.916,31.549,84.068
1405,SEAR,,2012,GHECAUSE_GHE000390,1050.971,839.64,1230.13
1408,BRB,AMR,2018,GHECAUSE_GHE001180,17.925,3.085,45.742
1411,FSM,WPR,2016,GHECAUSE_GHE001130,2959.101,2115.313,3735.9
1414,BTN,SEAR,2014,GHECAUSE_GHE001180,654.299,284.202,1154.486
1415,KWT,EMR,2018,GHECAUSE_GHE000680,40.197,27.153,55.548
1418,NAM,AFR,2019,GHECAUSE_GHE001140,753.126,432.247,1109.091
1419,CHE,EUR,2015,GHECAUSE_GHE000390,13.357,5.0,24.469
1422,GMB,AFR,2019,GHECAUSE_GHE000680,60.53,49.844,70.177
1423,MYS,WPR,2015,GHECAUSE_GHE000390,470.742,254.068,789.011
1428,BFA,AFR,2014,GHECAUSE_GHE000390,3288.62,2759.77,3799.346
1429,TTO,AMR,2018,GHECAUSE_GHE001140,89.958,33.201,159.652
1430,UKR,EUR,2017,GHECAUSE_GHE000000,1572.226,984.129,2218.563
1431,SWZ,AFR,2010,GHECAUSE_GHE001140,1755.568,1092.507,2503.436
1432,UKR,EUR,2010,GHECAUSE_GHE000680,71.572,34.658,123.8
1433,BLR,EUR,2014,GHECAUSE_GHE000680,49.918,26.564,80.544
1435,PAN,AMR,2017,GHECAUSE_GHE001180,30.411,7.037,71.984
1436,COM,AFR,2019,GHECAUSE_GHE000000,4762.486,4073.54,5385.991
1437,COG,AFR,2010,GHECAUSE_GHE001180,553.548,361.644,792.631
1442,COM,AFR,2019,GHECAUSE_GHE001130,1081.821,835.589,1291.82
1444,LTU,EUR,2014,GHECAUSE_GHE000680,37.58,18.786,63.612
1448,ECU,AMR,2019,GHECAUSE_GHE001180,42.817,14.203,87.952
1453,UGA,AFR,2015,GHECAUSE_GHE001130,927.491,744.529,1080.85
1454,EST,EUR,2011,GHECAUSE_GHE000390,18.299,4.684,40.01
1456,VCT,AMR,2016,GHECAUSE_GHE000000,727.763,425.105,1184.963
1459,AZE,EUR,2013,GHECAUSE_GHE001140,603.993,302.471,1014.52
1461,SVN,EUR,2019,GHECAUSE_GHE000680,41.779,21.563,70.394
1467,BHR,EMR,2014,GHECAUSE_GHE000000,1175.775,918.909,1422.595
1469,IRL,EUR,2017,GHECAUSE_GHE000390,15.588,4.525,32.643
1470,EGY,EMR,2013,GHECAUSE_GHE000680,47.559,28.926,69.485
1472,VUT,WPR,2015,GHECAUSE_GHE000390,1252.524,1006.826,1493.666
1474,COD,AFR,2011,GHECAUSE_GHE000390,4036.75,3261.172,4763.75
1484,CAN,AMR,2016,GHECAUSE_GHE001140,20.886,5.822,44.695
1487,BTN,SEAR,2015,GHECAUSE_GHE000000,2301.401,1549.266,3156.919
1495,PAK,EMR,2012,GHECAUSE_GHE000390,1861.628,1487.709,2164.855
1498,CYP,EUR,2019,GHECAUSE_GHE001140,42.833,19.843,71.128
1500,ARM,EUR,2016,GHECAUSE_GHE001130,1087.619,745.541,1433.953
1504,UZB,EUR,2019,GHECAUSE_GHE001180,85.189,31.965,156.66
1506,BLR,EUR,2018,GHECAUSE_GHE000390,41.549,20.004,66.184
1507,COD,AFR,2017,GHECAUSE_GHE001130,1160.487,893.967,1402.968
1508,TCD,AFR,2012,GHECAUSE_GHE000390,5709.791,4827.651,6499.441
1513,PHL,WPR,2014,GHECAUSE_GHE000680,126.849,88.801,164.372
1514,MRT,AFR,2015,GHECAUSE_GHE001180,239.608,146.712,353.96
1519,KIR,WPR,2014,GHECAUSE_GHE001180,570.247,338.799,876.872
1521,CHL,AMR,2018,GHECAUSE_GHE000390,54.058,29.995,79.209
1524,BFA,AFR,2019,GHECAUSE_GHE000390,3045.76,2544.416,3510.762
1525,BLZ,AMR,2015,GHECAUSE_GHE000680,51.73,26.263,82.332
1526,MRT,AFR,2015,GHECAUSE_GHE000680,38.928,29.192,48.304
1528,SDN,EMR,2013,GHECAUSE_GHE001140,851.918,483.105,1301.996
1532,SVK,EUR,2015,GHECAUSE_GHE001140,144.786,70.656,224.141
1535,POL,EUR,2010,GHECAUSE_GHE001180,81.924,28.902,159.728
1548,NLD,EUR,2010,GHECAUSE_GHE001130,195.219,118.704,256.478
1553,CPV,AFR,2018,GHECAUSE_GHE000680,73.85,48.27,104.262
1555,AMR,,2011,GHECAUSE_GHE001140,134.914,67.554,213.35
1559,SDN,EMR,2019,GHECAUSE_GHE000680,26.298,12.478,39.1
1560,ARG,AMR,2011,GHECAUSE_GHE000000,709.239,472.381,1032.11
1563,PER,AMR,2011,GHECAUSE_GHE000390,635.612,476.43,794.676
1565,ZAF,AFR,2013,GHECAUSE_GHE000000,2882.061,2299.282,3566.92
1566,BEN,AFR,2014,GHECAUSE_GHE001180,448.167,302.915,623.026
1568,LCA,AMR,2018,GHECAUSE_GHE001130,229.612,128.617,334.589
1572,CYP,EUR,2010,GHECAUSE_GHE000680,33.958,17.972,55.571
1575,LCA,AMR,2012,GHECAUSE_GHE000390,83.516,31.558,145.307
1583,MKD,EUR,2015,GHECAUSE_GHE001180,168.158,67.019,313.884
1584,MEX,AMR,2012,GHECAUSE_GHE000390,218.329,154.205,286.762
1588,ARG,AMR,2018,GHECAUSE_GHE001130,253.944,147.644,355.049
1589,HTI,AMR,2014,GHECAUSE_GHE001180,392.361,242.392,589.386
1592,TUN,EMR,2018,GHECAUSE_GHE001130,727.923,490.121,962.908
1594,MWI,AFR,2018,GHECAUSE_GHE000390,1578.57,1335.018,1817.974
1596,MDA,EUR,2017,GHECAUSE_GHE000000,1412.175,925.425,2031.799
1602,TUR,EUR,2011,GHECAUSE_GHE001140,191.275,101.725,288.892
1606,ITA,EUR,2014,GHECAUSE_GHE000390,12.632,6.212,19.531
1608,ECU,AMR,2015,GHECAUSE_GHE000000,654.736,486.407,870.356
1610,BRB,AMR,2010,GHECAUSE_GHE000390,48.796,12.263,102.44
1613,TKM,EUR,2017,GHECAUSE_GHE001180,42.329,14.09,84.714
1616,HRV,EUR,2012,GHECAUSE_GHE001180,59.023,18.002,125.115
1621,ISL,EUR,2010,GHECAUSE_GHE000680,15.463,6.654,30.003
1631,SEAR,,2014,GHECAUSE_GHE000000,4065.16,3299.232,4847.509
1632,LUX,EUR,2018,GHECAUSE_GHE000000,248.132,164.671,337.119
1633,IRN,EMR,2018,GHECAUSE_GHE000680,39.247,20.832,69.15
1636,BLR,EUR,2019,GHECAUSE_GHE000390,38.853,18.138,62.371
1642,HUN,EUR,2010,GHECAUSE_GHE001180,97.488,29.71,203.983
1643,BRN,WPR,2014,GHECAUSE_GHE000390,66.366,19.276,144.664
1647,WPR,,2015,GHECAUSE_GHE001130,660.223,485.547,834.643
1650,MUS,AFR,2019,GHECAUSE_GHE001130,384.238,211.088,534.975
1653,TGO,AFR,2017,GHECAUSE_GHE001140,1297.198,850.102,1805.982
1654,ECU,AMR,2010,GHECAUSE_GHE001180,53.701,18.309,110.213
1658,SAU,EMR,2019,GHECAUSE_GHE001180,124.429,53.124,218.693
1661,ITA,EUR,2014,GHECAUSE_GHE000680,41.721,22.074,67.817
1666,GBR,EUR,2010,GHECAUSE_GHE001140,60.477,26.411,100.232
1668,WSM,WPR,2016,GHECAUSE_GHE001130,1696.316,1151.57,2228.089
1669,RWA,AFR,2011,GHECAUSE_GHE000680,58.703,49.177,67.722
1671,CRI,AMR,2016,GHECAUSE_GHE001180,50.708,18.567,100.109
1672,TON,WPR,2015,GHECAUSE_GHE001130,711.016,388.86,1027.306
1673,TJK,EUR,2015,GHECAUSE_GHE001140,1034.573,562.063,1666.088
1676,SLE,AFR,2014,GHECAUSE_GHE000000,7709.815,6796.501,8627.049
1681,EGY,EMR,2019,GHECAUSE_GHE001130,1637.432,1136.347,2078.605
1683,ISR,EUR,2013,GHECAUSE_GHE000000,340.163,265.958,419.523
1684,BRA,AMR,2013,GHECAUSE_GHE000680,34.145,16.495,57.844
1690,SUR,AMR,2019,GHECAUSE_GHE001130,530.804,284.97,762.749
1693,ETH,AFR,2010,GHECAUSE_GHE000390,2848.82,2415.22,3224.722
1694,NGA,AFR,2016,GHECAUSE_GHE001180,335.144,226.121,460.739
1697,DNK,EUR,2016,GHECAUSE_GHE000390,20.265,6.664,38.697
1699,GEO,EUR,2017,GHECAUSE_GHE000000,2140.364,1526.243,2797.174
1702,COM,AFR,2010,GHECAUSE_GHE001180,402.525,268.076,574.124
1703,CHL,AMR,2014,GHECAUSE_GHE001140,116.396,59.105,175.014
1708,MMR,SEAR,2011,GHECAUSE_GHE001180,1018.592,654.427,1463.746
1709,IRL,EUR,2013,GHECAUSE_GHE001130,189.951,108.229,261.369
1711,CMR,AFR,2016,GHECAUSE_GHE000390,3219.989,2652.343,3662.458
1719,AZE,EUR,2014,GHECAUSE_GHE001130,1835.587,1192.156,2459.33
1723,CAN,AMR,2012,GHECAUSE_GHE001180,24.284,3.877,64.531
1724,AFR,,2018,GHECAUSE_GHE001130,999.142,778.299,1196.063
1726,SAU,EMR,2014,GHECAUSE_GHE001130,1415.349,975.692,1790.966
1728,MLI,AFR,2012,GHECAUSE_GHE000680,54.238,45.148,62.785
1730,ARE,EMR,2013,GHECAUSE_GHE001180,184.071,75.167,335.394
1737,NLD,EUR,2014,GHECAUSE_GHE000390,14.284,5.91,24.504
1739,PER,AMR,2014,GHECAUSE_GHE001130,279.293,197.204,353.691
1740,WPR,,2018,GHECAUSE_GHE001140,552.006,302.817,861.197
1743,MUS,AFR,2016,GHECAUSE_GHE000680,17.808,6.847,38.869
1747,FSM,WPR,2013,GHECAUSE_GHE001180,720.583,418.678,1125.969
1748,CIV,AFR,2015,GHECAUSE_GHE001130,1446.468,1113.579,1730.694
1749,HRV,EUR,2015,GHECAUSE_GHE000390,29.521,15.513,45.133
1750,PRT,EUR,2014,GHECAUSE_GHE000000,231.061,158.753,312.691
1751,AZE,EUR,2010,GHECAUSE_GHE001180,114.018,40.473,221.002
1753,BWA,AFR,2014,GHECAUSE_GHE000680,32.893,22.796,43.299
1754,GMB,AFR,2015,GHECAUSE_GHE001130,1666.37,1344.461,1953.535
1765,YEM,EMR,2019,GHECAUSE_GHE001130,2475.475,1716.975,3237.534
1767,UGA,AFR,2017,GHECAUSE_GHE000390,1805.611,1525.464,2036.282
1768,USA,AMR,2011,GHECAUSE_GHE000000,414.726,274.308,564.565
1769,OMN,EMR,2013,GHECAUSE_GHE001140,372.543,188.994,593.353
1771,CHL,AMR,2018,GHECAUSE_GHE001130,169.841,107.737,219.262
1776,USA,AMR,2014,GHECAUSE_GHE000000,371.376,240.345,512.652
1777,IRN,EMR,2011,GHECAUSE_GHE000000,1327.223,984.659,1736.929
1778,MAR,EMR,2011,GHECAUSE_GHE000390,192.635,86.536,322.194
1781,CHE,EUR,2016,GHECAUSE_GHE000000,204.381,139.304,273.166
1784,NZL,WPR,2015,GHECAUSE_GHE001180,27.138,3.803,75.131
1788,KEN,AFR,2012,GHECAUSE_GHE001180,417.578,275.425,603.724
1790,CHN,WPR,2016,GHECAUSE_GHE001140,694.146,400.261,1065.974
1801,GHA,AFR,2012,GHECAUSE_GHE000680,23.637,19.377,27.611
1802,COD,AFR,2013,GHECAUSE_GHE000680,43.743,36.042,51.817
1811,MWI,AFR,2017,GHECAUSE_GHE000000,4031.809,3436.916,4645.778
1813,ARM,EUR,2015,GHECAUSE_GHE000000,1718.633,1295.602,2157.705
1816,SWZ,AFR,2018,GHECAUSE_GHE000680,30.544,20.004,39.417
1817,BIH,EUR,2015,GHECAUSE_GHE000000,2486.133,1756.325,3184.716
1818,TKM,EUR,2010,GHECAUSE_GHE000390,424.754,246.716,630.414
1819,LCA,AMR,2019,GHECAUSE_GHE000680,19.584,6.207,42.737
1822,MUS,AFR,2019,GHECAUSE_GHE001140,142.273,55.919,258.697
1823,DNK,EUR,2012,GHECAUSE_GHE001130,147.479,86.28,200.69
1824,IRL,EUR,2017,GHECAUSE_GHE001180,32.601,5.319,86.418
1826,HND,AMR,2019,GHECAUSE_GHE001140,564.136,315.516,850.712
1827,GBR,EUR,2015,GHECAUSE_GHE001130,171.485,100.042,231.268
1831,GLOBAL,,2011,GHECAUSE_GHE000000,3288.678,2691.265,3925.369
1835,VNM,WPR,2014,GHECAUSE_GHE001130,506.216,332.287,687.187
1836,MLT,EUR,2018,GHECAUSE_GHE000390,31.969,14.056,53.136
1838,JOR,EMR,2015,GHECAUSE_GHE000000,813.393,621.544,1010.65
1840,MOZ,AFR,2017,GHECAUSE_GHE001130,1321.805,1041.728,1564.632
1843,YEM,EMR,2011,GHECAUSE_GHE000390,1220.688,855.49,1588.78
1844,SLV,AMR,2011,GHECAUSE_GHE001140,111.432,61.05,172.105
1846,CIV,AFR,2013,GHECAUSE_GHE001180,448.348,280.826,643.521
1853,GAB,AFR,2012,GHECAUSE_GHE001140,484.215,219.875,868.748
1855,NIC,AMR,2014,GHECAUSE_GHE001140,319.929,187.513,475.203
1857,GRD,AMR,2010,GHECAUSE_GHE000000,943.112,547.822,1416.87
1858,BRN,WPR,2019,GHECAUSE_GHE000000,430.182,256.376,627.81
1861,KGZ,EUR,2017,GHECAUSE_GHE000390,310.561,216.252,398.598
1863,KGZ,EUR,2011,GHECAUSE_GHE000680,147.508,96.389,208.872
1867,BTN,SEAR,2019,GHECAUSE_GHE001140,277.255,136.607,469.322
1873,TKM,EUR,2011,GHECAUSE_GHE000000,2866.104,2090.413,3729.689
1874,MRT,AFR,2013,GHECAUSE_GHE000390,2259.767,1755.724,2717.038
1877,KAZ,EUR,2014,GHECAUSE_GHE000390,257.88,161.595,374.756
1880,BTN,SEAR,2019,GHECAUSE_GHE000680,61.21,28.542,104.986
1882,SDN,EMR,2013,GHECAUSE_GHE000680,29.709,18.831,38.916
1888,SEN,AFR,2017,GHECAUSE_GHE001140,823.784,519.759,1161.746
1898,BEN,AFR,2016,GHECAUSE_GHE000680,23.146,19.427,26.55
1899,MWI,AFR,2014,GHECAUSE_GHE000000,4493.031,3818.553,5180.616
1902,AFG,EMR,2011,GHECAUSE_GHE001180,589.09,368.923,838.435
1904,TJK,EUR,2018,GHECAUSE_GHE001180,241.424,106.323,411.67
1906,PRT,EUR,2015,GHECAUSE_GHE001140,54.773,20.195,101.722
1911,BIH,EUR,2014,GHECAUSE_GHE001180,187.285,92.063,303.673
1916,CHE,EUR,2018,GHECAUSE_GHE000680,20.187,9.53,35.902
1917,COM,AFR,2012,GHECAUSE_GHE001180,394.33,264.431,562.112
1919,STP,AFR,2014,GHECAUSE_GHE001130,1353.457,1108.347,1579.92
1923,COL,AMR,2016,GHECAUSE_GHE000390,144.143,82.202,218.929
1927,DOM,AMR,2015,GHECAUSE_GHE001140,236.207,99.861,399.471
1929,SEN,AFR,2013,GHECAUSE_GHE000390,1948.578,1586.885,2255.32
1930,ARG,AMR,2016,GHECAUSE_GHE000000,700.418,473.348,973.523
1933,SUR,AMR,2017,GHECAUSE_GHE000000,1108.836,672.129,1582.724
1934,OMN,EMR,2019,GHECAUSE_GHE000680,19.708,9.673,32.95
1935,DJI,EMR,2013,GHECAUSE_GHE000680,45.548,36.966,54.173
1937,KGZ,EUR,2010,GHECAUSE_GHE000390,698.215,511.445,888.518
1940,NLD,EUR,2012,GHECAUSE_GHE000680,52.501,26.703,89.299
1943,ISL,EUR,2016,GHECAUSE_GHE001130,100.461,47.355,157.121
1949,LAO,WPR,2014,GHECAUSE_GHE000680,264.86,207.345,322.057
1950,LCA,AMR,2018,GHECAUSE_GHE000680,19.623,6.36,41.437
1953,SVK,EUR,2017,GHECAUSE_GHE000680,54.097,29.381,88.158
1954,PAN,AMR,2015,GHECAUSE_GHE000390,94.522,37.753,156.472
1955,COG,AFR,2019,GHECAUSE_GHE001140,1012.497,602.315,1512.429
1956,UZB,EUR,2014,GHECAUSE_GHE001130,2554.306,1736.729,3489.482
1960,DNK,EUR,2017,GHECAUSE_GHE000680,30.048,14.012,54.191
1962,CRI,AMR,2019,GHECAUSE_GHE001180,41.974,14.016,88.745
1966,NPL,SEAR,2013,GHECAUSE_GHE000000,4420.559,3690.605,5201.95
1969,TUN,EMR,2016,GHECAUSE_GHE001140,220.033,106.52,340.787
1970,EGY,EMR,2010,GHECAUSE_GHE001140,390.873,216.431,617.964
1977,LAO,WPR,2013,GHECAUSE_GHE000390,1731.245,1442.827,1992.049
1978,LVA,EUR,2017,GHECAUSE_GHE001130,485.576,284.877,656.869
1979,ZMB,AFR,2019,GHECAUSE_GHE001130,942.601,730.228,1117.567
1980,HRV,EUR,2011,GHECAUSE_GHE000000,911.269,680.829,1122.232
1984,CPV,AFR,2016,GHECAUSE_GHE000390,570.942,397.416,748.194
1993,LVA,EUR,2016,GHECAUSE_GHE000390,48.728,19.719,84.247
2000,ECU,AMR,2017,GHECAUSE_GHE000000,626.265,448.773,853.291
2001,EMR,,2013,GHECAUSE_GHE001130,1690.639,1232.712,2112.381
2002,BFA,AFR,2011,GHECAUSE_GHE001140,1147.497,752.524,1607.531
2012,YEM,EMR,2017,GHECAUSE_GHE000680,48.578,31.365,66.47
2025,MLT,EUR,2012,GHECAUSE_GHE001180,32.886,8.465,73.728
2035,TZA,AFR,2015,GHECAUSE_GHE000680,10.3,8.643,11.798
2036,GHA,AFR,2014,GHECAUSE_GHE001130,1352.716,1067.654,1594.839
2037,FSM,WPR,2012,GHECAUSE_GHE001140,1562.252,905.051,2283.613
2039,CIV,AFR,2018,GHECAUSE_GHE000680,37.38,29.265,44.766
2048,AFR,,2013,GHECAUSE_GHE001130,1082.184,842.627,1293.062
2049,CAN,AMR,2011,GHECAUSE_GHE001130,142.968,78.089,199.511
2052,TLS,SEAR,2014,GHECAUSE_GHE001130,1145.213,896.666,1370.189
2057,ISR,EUR,2011,GHECAUSE_GHE001140,68.163,34.184,103.248
2063,TCD,AFR,2014,GHECAUSE_GHE001140,1327.929,873.874,1839.515
2064,TGO,AFR,2011,GHECAUSE_GHE000000,7713.402,6789.398,8643.99
2066,SAU,EMR,2019,GHECAUSE_GHE000390,261.76,191.709,339.384
2074,VCT,AMR,2013,GHECAUSE_GHE001140,190.022,70.654,363.371
2077,SVN,EUR,2018,GHECAUSE_GHE000390,19.421,9.775,29.832
2083,MMR,SEAR,2011,GHECAUSE_GHE001130,1066.38,837.545,1258.728
2084,MKD,EUR,2013,GHECAUSE_GHE001130,1009.441,644.518,1439.823
2087,STP,AFR,2016,GHECAUSE_GHE000390,1834.425,1546.639,2094.931
