SpatialDim,ParentLocationCode,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI,PM25_scaled_0_1
DZA,AFR,2017,23.32959,14.84479,36.41261,0.2737091554038484
DZA,AFR,2018,22.72761,14.57291,35.29648,0.26475965633971166
DZA,AFR,2019,22.68313,14.54004,35.2878,0.2640983823466009
ECU,AMR,2010,17.47493,14.91846,20.44792,0.18666926339607606
ECU,AMR,2011,17.10048,14.51015,19.89514,0.18110240083491788
ECU,AMR,2012,17.73954,15.14495,20.19302,0.1906031597835993
ECU,AMR,2013,18.12336,15.18718,20.96793,0.1963093239930364
ECU,AMR,2014,18.55831,15.64971,21.8058,0.20277562622557943
ECU,AMR,2015,17.72879,15.18458,20.40013,0.1904433419907499
ECU,AMR,2016,17.16539,14.77796,20.41005,0.18206740296829954
ECU,AMR,2017,15.83787,13.36144,18.46231,0.16233146656240105
ECU,AMR,2018,16.3823,14.19669,19.33812,0.17042538293086504
ECU,AMR,2019,16.54855,13.17996,20.05438,0.17289698368074496
EGY,EMR,2010,60.83491,39.24549,88.936,0.8312921751721943
EGY,EMR,2011,59.31687,38.46211,86.27511,0.808723821473862
EGY,EMR,2012,60.50464,39.13121,88.35211,0.8263821265727186
EGY,EMR,2013,61.92892,39.81155,90.6171,0.8475565717819757
EGY,EMR,2014,62.02213,39.88878,90.31205,0.8489423035467656
EGY,EMR,2015,61.56171,39.67419,90.10401,0.8420973446459552
EGY,EMR,2016,61.96814,39.85205,90.78324,0.8481396465573761
EGY,EMR,2017,62.04866,39.89068,90.79429,0.8493367189927464
EGY,EMR,2018,62.19745,39.95588,90.85945,0.8515487459134963
EGY,EMR,2019,63.15743,40.38329,92.33056,0.8658205491488029
EMR,,2010,44.49082,39.41569,51.03716,0.5883083249459964
EMR,,2011,43.91316,38.65951,49.58731,0.579720385762985
EMR,,2012,44.66675,39.2917,50.51059,0.590923836043298
EMR,,2013,45.70842,40.24692,51.83296,0.6064101058365458
EMR,,2014,44.20543,38.96947,50.16202,0.5840654970482025
EMR,,2015,44.86908,39.68387,50.85758,0.5939318299062947
EMR,,2016,43.85695,38.58203,49.57289,0.5788847245410256
EMR,,2017,43.64261,38.5438,49.40983,0.5756981807531804
EMR,,2018,45.70891,40.49364,51.63183,0.6064173905545455
EMR,,2019,43.32542,38.19491,48.78951,0.5709825895239808
ERI,AFR,2010,22.41942,9.0376,48.24995,0.26017786605336274
ERI,AFR,2011,22.7158,9.04299,49.2829,0.26458407976914877
ERI,AFR,2012,22.69251,9.06582,49.23012,0.26423783266259415
ERI,AFR,2013,22.20768,9.08545,47.56205,0.25702997587122994
ERI,AFR,2014,21.30527,9.08695,44.2791,0.24361405266702443
ERI,AFR,2015,22.33113,9.09241,47.92936,0.25886527880399796
ERI,AFR,2016,22.30357,9.10062,47.78535,0.25845555058344644
ERI,AFR,2017,23.55812,9.13387,53.08131,0.2771066586782548
ERI,AFR,2018,22.98061,9.13757,50.70764,0.2685209495109575
ERI,AFR,2019,22.74486,9.18951,50.66225,0.26501610814684207
ESP,EUR,2010,12.71701,12.47,13.01663,0.11593435428408319
ESP,EUR,2011,13.08877,12.84479,13.38864,0.12146122523010044
ESP,EUR,2012,11.8292,11.60505,12.07726,0.10273548594272428
ESP,EUR,2013,11.21636,10.97721,11.46988,0.09362453374088109
ESP,EUR,2014,10.30841,10.11718,10.52145,0.0801262486229653
ESP,EUR,2015,11.11022,10.88471,11.36201,0.09204657462152917
ESP,EUR,2016,10.03888,9.85031,10.2635,0.07611920772001707
ESP,EUR,2017,10.20704,9.98955,10.44456,0.07861920400332419
ESP,EUR,2018,10.07741,9.87789,10.29804,0.0766920244231321
ESP,EUR,2019,9.3416,9.1399,9.55504,0.06575290533880628
EST,EUR,2010,8.46857,7.71746,9.27291,0.05277376787915098
EST,EUR,2011,7.65399,6.98805,8.4513,0.04066359320945348
EST,EUR,2012,7.37921,6.70038,8.08678,0.036578501756509035
EST,EUR,2013,7.63221,6.94068,8.37679,0.04033979492775491
EST,EUR,2014,7.84577,7.20249,8.70472,0.04351474263388642
EST,EUR,2015,6.74558,6.09517,7.28814,0.027158469376680875
EST,EUR,2016,6.19576,5.5436,6.90092,0.01898442111022075
EST,EUR,2017,5.89878,5.21202,6.51319,0.014569287331578062
EST,EUR,2018,6.70458,6.13893,7.43273,0.026548931748139045
EST,EUR,2019,6.35007,5.83061,6.94091,0.021278512609252176
ETH,AFR,2010,22.26304,13.02533,33.71992,0.2578530003374757
ETH,AFR,2011,22.38095,13.07007,33.96867,0.25960594135653337
ETH,AFR,2012,22.08561,13.00665,33.3171,0.25521518908303237
ETH,AFR,2013,22.07112,13.03012,33.29617,0.25499976956504283
ETH,AFR,2014,21.94154,13.01398,32.87573,0.25307333332342213
ETH,AFR,2015,22.11803,13.06579,33.25946,0.2556971698127233
ETH,AFR,2016,22.17223,13.08889,33.33216,0.2565029488241127
ETH,AFR,2017,22.2304,13.12149,33.52825,0.2573677489180707
ETH,AFR,2018,22.23241,13.12958,33.3564,0.25739763112864067
ETH,AFR,2019,21.80471,13.01973,32.46954,0.2510391129889495
EUR,,2010,18.7488,17.86488,19.9509,0.20560759751487045
EUR,,2011,19.17515,18.08134,20.65414,0.211946045513134
EUR,,2012,18.0306,16.86592,19.58339,0.19493028227538908
EUR,,2013,17.56861,16.49859,18.85487,0.18806198254343698
EUR,,2014,17.0275,16.13605,18.1637,0.1800174238561134
EUR,,2015,16.79347,15.8629,18.00422,0.17653815333885384
EUR,,2016,15.93261,14.97018,17.24349,0.16373994448747548
EUR,,2017,15.80217,14.89319,16.98899,0.1618007228224268
EUR,,2018,16.09504,15.26174,16.99658,0.16615475417050105
EUR,,2019,14.88446,14.17326,15.90003,0.1481573380153752
FIN,EUR,2010,7.06676,6.66306,7.47884,0.03193337902387752
FIN,EUR,2011,7.03235,6.61393,7.44719,0.03142181341904522
FIN,EUR,2012,6.32824,5.93987,6.70683,0.020953970988982232
FIN,EUR,2013,6.19898,5.83999,6.56606,0.019032292114218422
FIN,EUR,2014,5.77196,5.42941,6.09491,0.012683883379098204
FIN,EUR,2015,5.82623,5.48561,6.16869,0.013490703064487585
FIN,EUR,2016,5.39254,5.07178,5.71216,0.007043132963943618
FIN,EUR,2017,5.37331,5.0597,5.68889,0.0067572449493860706
FIN,EUR,2018,5.57078,5.24835,5.89017,0.009692986303243478
FIN,EUR,2019,5.46669,5.16262,5.76443,0.008145504065318637
FJI,WPR,2010,7.19301,3.78932,12.38893,0.033810308916643494
FJI,WPR,2011,7.03749,4.11849,12.23867,0.03149822862418437
FJI,WPR,2012,7.10199,4.08061,11.78405,0.032457135381280644
FJI,WPR,2013,7.12294,4.21278,12.09203,0.032768594242694085
FJI,WPR,2014,7.22564,4.28126,12.11918,0.03429541166833422
FJI,WPR,2015,7.32313,4.30772,11.85001,0.03574477321483525
FJI,WPR,2016,7.38893,4.17107,11.84241,0.036723006774787736
FJI,WPR,2017,7.45195,4.21081,12.40472,0.0376599107101708
FJI,WPR,2018,7.51985,3.99361,12.48367,0.03866936449012177
FJI,WPR,2019,7.36073,3.69132,11.78183,0.03630376382052239
FRA,EUR,2010,14.4533,14.16692,14.7264,0.1417473808465437
FRA,EUR,2011,14.72045,14.43635,15.01263,0.14571903883349363
FRA,EUR,2012,13.28604,13.02636,13.57806,0.12439399322967228
FRA,EUR,2013,12.94845,12.681,13.21516,0.11937511986334463
FRA,EUR,2014,11.87684,11.61421,12.12139,0.10344373893354701
FRA,EUR,2015,12.20689,11.98647,12.42366,0.10835051684330868
FRA,EUR,2016,11.24407,11.0198,11.45657,0.09403649197714681
FRA,EUR,2017,11.2922,11.07608,11.53546,0.09475202968596917
FRA,EUR,2018,11.22835,11.05086,11.42786,0.09380278633030101
FRA,EUR,2019,10.45709,10.26675,10.65369,0.08233664019885795
FSM,WPR,2010,7.55417,3.09626,17.83785,0.03917959208552556
FSM,WPR,2011,7.3519,3.50164,16.64157,0.03617249022881447
FSM,WPR,2012,7.46286,3.5419,15.40411,0.037822107186448635
FSM,WPR,2013,7.64291,3.63368,16.56216,0.0404988693820329
FSM,WPR,2014,7.37491,3.84012,15.10627,0.03651457463936928
FSM,WPR,2015,7.65392,3.83527,15.18239,0.04066255253545353
FSM,WPR,2016,7.73425,3.81282,16.12556,0.04185680028425267
FSM,WPR,2017,7.6179,3.33295,15.3182,0.04012705142862239
FSM,WPR,2018,7.63087,3.3315,15.63011,0.040319873454041595
FSM,WPR,2019,7.78563,3.26613,15.61128,0.042620655000215564
GAB,AFR,2010,25.25444,6.48763,76.66222,0.3023254603867442
GAB,AFR,2011,25.36521,6.50037,77.24653,0.3039722526578071
GAB,AFR,2012,25.71197,6.52713,79.02543,0.3091274543181281
GAB,AFR,2013,25.17365,6.48567,76.46181,0.3011243739230882
GAB,AFR,2014,24.74257,6.4578,74.44256,0.294715606095971
GAB,AFR,2015,26.12616,6.57215,81.24895,0.31528512237582895
GAB,AFR,2016,26.67274,6.61792,83.89105,0.3234110023028629
GAB,AFR,2017,25.89724,6.56248,80.21896,0.3118818210605657
GAB,AFR,2018,26.25771,6.59333,82.03762,0.3172408461571626
GAB,AFR,2019,26.28642,6.59081,82.24076,0.3176676711648561
GBR,EUR,2010,13.17134,12.73784,13.61412,0.12268877454689797
GBR,EUR,2011,13.41139,12.90047,13.84094,0.1262575430281532
GBR,EUR,2012,12.13746,11.73151,12.56071,0.10731831690307311
GBR,EUR,2013,11.82121,11.38341,12.21961,0.10261670043901576
GBR,EUR,2014,10.95413,10.54567,11.27995,0.08972602026935615
GBR,EUR,2015,11.08279,10.68429,11.45538,0.09163877908126325
GBR,EUR,2016,10.18747,9.8356,10.48203,0.07832826128648118
GBR,EUR,2017,10.09013,9.70269,10.44954,0.07688112975569435
GBR,EUR,2018,10.06647,9.71265,10.39658,0.07652938194371144
GBR,EUR,2019,9.51575,9.171,9.82499,0.06834195358296626
GEO,EUR,2010,22.83911,17.2407,29.46214,0.2664173013539169
GEO,EUR,2011,25.97638,19.47627,33.98271,0.3130583773513657
GEO,EUR,2012,25.60431,18.77106,34.23745,0.30752689770620584
GEO,EUR,2013,23.91735,18.11039,31.48638,0.2824472489782811
GEO,EUR,2014,22.75555,18.22012,28.40909,0.26517503393340575
GEO,EUR,2015,22.56939,18.15112,28.79953,0.2624074357643973
GEO,EUR,2016,22.23778,16.79915,28.24303,0.2574774656912082
GEO,EUR,2017,21.05663,16.33996,26.09718,0.23991757861920396
GEO,EUR,2018,20.65794,16.27588,26.58732,0.23399034551863473
GEO,EUR,2019,19.06419,14.48186,23.85799,0.21029642855549988
GHA,AFR,2010,44.15821,29.96387,67.45766,0.5833634881013794
GHA,AFR,2011,45.88362,30.36852,70.46665,0.609014764190705
GHA,AFR,2012,46.1697,30.53995,70.67293,0.6132678501607841
GHA,AFR,2013,44.52658,30.33655,67.82489,0.5888399606922564
GHA,AFR,2014,44.32529,30.38888,67.2009,0.5858474282715446
GHA,AFR,2015,50.00957,31.84899,77.79786,0.6703543197634398
GHA,AFR,2016,49.58518,31.76979,77.18017,0.6640450106371749
GHA,AFR,2017,48.44405,31.47008,74.37867,0.6470800917577132
GHA,AFR,2018,48.04326,31.47638,73.66537,0.6411216384371454
GHA,AFR,2019,46.04334,31.19458,69.73665,0.6113892849231611
GIN,AFR,2010,36.75639,21.57834,69.76457,0.4733223220112958
GIN,AFR,2011,36.8619,21.61542,70.38929,0.47489091506464814
GIN,AFR,2012,38.56442,22.33671,74.37495,0.5002018907559902
GIN,AFR,2013,35.99449,21.20083,68.42791,0.46199532886041733
GIN,AFR,2014,37.47029,21.91764,71.43126,0.4839357101336374
GIN,AFR,2015,39.19347,22.64674,75.91267,0.5095538333226788
GIN,AFR,2016,39.27696,22.66406,76.25264,0.51079506006919
GIN,AFR,2017,38.63413,22.4314,75.02163,0.5012382533922255
GIN,AFR,2018,37.9553,22.17469,73.22063,0.4911462429438586
GIN,AFR,2019,37.57394,21.98681,72.05215,0.485476650992134
GLOBAL,,2010,35.2778,33.69155,36.9436,0.451340462445792
GLOBAL,,2011,36.14984,33.67409,38.61234,0.46430488180173374
GLOBAL,,2012,36.56894,34.94046,38.48284,0.4705355457071454
GLOBAL,,2013,39.37527,37.60141,41.17643,0.5122566123682618
GLOBAL,,2014,36.63018,35.00783,38.62305,0.47144598678938693
GLOBAL,,2015,36.06115,34.31054,38.08634,0.4629863478437978
GLOBAL,,2016,34.65158,33.00498,36.64687,0.4420305928422443
GLOBAL,,2017,33.94279,32.33539,35.83812,0.4314931739218989
GLOBAL,,2018,33.60898,31.83678,35.52403,0.4265304969515685
GLOBAL,,2019,31.69578,30.06121,33.61536,0.39808738985580716
GMB,AFR,2010,37.46242,19.97863,62.69319,0.48381870864250026
GMB,AFR,2011,37.6336,20.0954,62.93764,0.48636360257551947
GMB,AFR,2012,38.99416,20.3226,66.08814,0.5065907371093942
GMB,AFR,2013,36.75793,20.23561,60.44021,0.47334521683929465
GMB,AFR,2014,37.9618,20.43381,63.17443,0.49124287695813956
GMB,AFR,2015,39.87149,20.70616,67.65235,0.5196338016861892
GMB,AFR,2016,38.93244,20.73612,65.14376,0.5056731599768672
GMB,AFR,2017,40.49778,20.98077,68.76826,0.5289447119637369
GMB,AFR,2018,39.85939,21.04653,66.98872,0.5194539137519122
GMB,AFR,2019,39.10354,21.09847,64.9373,0.5082168645681724
GNB,AFR,2010,33.91065,17.55255,60.91463,0.4310153558882078
GNB,AFR,2011,34.199,17.65416,61.73115,0.4353021894294281
GNB,AFR,2012,35.23712,17.68976,65.10148,0.4507356821841071
GNB,AFR,2013,33.12466,17.46052,58.28018,0.4193302222136325
GNB,AFR,2014,34.50521,17.81789,62.49188,0.4398545435083499
GNB,AFR,2015,36.11347,17.84872,67.5945,0.4637641773249029
GNB,AFR,2016,35.00763,17.94513,63.76236,0.44732390680913
GNB,AFR,2017,36.52577,17.95927,68.75641,0.4698937471846052
GNB,AFR,2018,35.89896,18.03859,66.58189,0.46057510618591496
GNB,AFR,2019,34.84998,18.05667,63.14495,0.44498016029352955
GNQ,AFR,2010,24.24799,6.07918,66.07757,0.28736279828318523
GNQ,AFR,2011,24.93395,6.06315,68.33601,0.2975608088118327
GNQ,AFR,2012,25.52585,6.05878,70.5311,0.30636045081997676
GNQ,AFR,2013,24.30935,6.0696,66.14544,0.28827502337799804
GNQ,AFR,2014,24.11408,6.07276,65.38826,0.28537198892128196
GNQ,AFR,2015,27.28679,6.0131,77.48017,0.33253994329813374
GNQ,AFR,2016,26.95478,6.02987,75.59084,0.3276040265163735
GNQ,AFR,2017,26.62422,6.02511,74.10619,0.32268966655318365
GNQ,AFR,2018,26.37597,6.0342,73.19005,0.31899899054622
GNQ,AFR,2019,25.66867,6.04852,70.9554,0.3084837231153022
GRC,EUR,2010,19.70342,18.1859,21.25052,0.219799714855324
GRC,EUR,2011,19.55482,18.04554,21.01448,0.21759051262114557
GRC,EUR,2012,17.69594,16.4413,19.11113,0.18995496854934504
GRC,EUR,2013,17.32218,15.96171,18.64507,0.18439836406047205
GRC,EUR,2014,15.61442,14.46796,16.85365,0.15900948648684812
GRC,EUR,2015,16.44555,15.20297,17.71684,0.17136570622367653
GRC,EUR,2016,15.17234,14.01016,16.35313,0.1524371841740245
GRC,EUR,2017,15.19722,14.02591,16.40141,0.15280706944714936
GRC,EUR,2018,15.68502,14.47588,16.96413,0.1600590805496543
GRC,EUR,2019,14.62251,13.51385,15.76047,0.1442629872398501
GRD,AMR,2010,9.39634,6.33403,12.24894,0.06656671240676676
GRD,AMR,2011,9.23726,6.2534,12.21439,0.06420170640802447
GRD,AMR,2012,9.78476,7.16419,12.52128,0.072341263764772
GRD,AMR,2013,9.54154,7.01671,12.18759,0.06872536761809046
GRD,AMR,2014,10.17527,7.16434,13.03423,0.07814688667506142
GRD,AMR,2015,10.76191,7.6934,13.56309,0.08686832946549497
GRD,AMR,2016,10.58836,7.76225,13.73188,0.0842882012841917
GRD,AMR,2017,11.13847,8.00339,14.66991,0.0924665609143659
GRD,AMR,2018,10.56853,8.05451,14.40508,0.08399339320677747
GRD,AMR,2019,10.08384,7.07235,13.19739,0.07678761776341317
GTM,AMR,2010,25.981,20.22458,33.78786,0.31312706183536243
GTM,AMR,2011,27.38173,21.69861,36.22304,0.3339513945774938
GTM,AMR,2012,25.71066,20.25617,33.27501,0.3091079788475576
GTM,AMR,2013,27.22863,21.51728,35.13126,0.33167529187189004
GTM,AMR,2014,25.22439,19.9649,32.26176,0.3018787139053373
GTM,AMR,2015,25.41907,19.992,32.87832,0.304772976966911
GTM,AMR,2016,24.99632,20.05957,31.19898,0.2984880493457877
GTM,AMR,2017,23.81887,19.19859,30.70033,0.2809831693280665
GTM,AMR,2018,21.71094,17.24621,28.01265,0.2496450558321601
GTM,AMR,2019,20.74787,16.17854,26.65286,0.2353273142731412
GUY,AMR,2010,10.48881,5.3296,16.05678,0.08280821418854932
GUY,AMR,2011,10.08629,5.37267,15.84878,0.0768240413534114
GUY,AMR,2012,10.7606,5.74491,16.77624,0.08684885399492448
GUY,AMR,2013,10.41427,5.35318,16.78705,0.08170004504631742
GUY,AMR,2014,11.08202,5.75181,17.32938,0.0916273316672638
GUY,AMR,2015,11.72288,6.51351,18.18668,0.10115485080451533
GUY,AMR,2016,11.76084,6.76534,19.65156,0.1017191934479165
GUY,AMR,2017,12.03326,6.65471,19.39539,0.1057691993202912
GUY,AMR,2018,11.51726,5.90073,18.11704,0.09809794526352096
GUY,AMR,2019,11.10584,5.70827,18.35311,0.0919814581626752
HI_AMR,,2010,9.7413,9.57013,9.92737,0.07169515387851767
HI_AMR,,2011,9.82576,9.66705,9.97217,0.07295080139331382
HI_AMR,,2012,9.54726,9.39653,9.73582,0.06881040555065777
HI_AMR,,2013,9.34086,9.20882,9.48158,0.06574190392794967
HI_AMR,,2014,9.18868,9.06798,9.34127,0.06347947865205956
HI_AMR,,2015,8.96712,8.8471,9.12531,0.06018559677450526
HI_AMR,,2016,8.22176,8.09288,8.33829,0.049104500023043486
HI_AMR,,2017,8.57493,8.38385,8.7767,0.05435499768821704
HI_AMR,,2018,8.68019,8.49716,8.85289,0.05591987404871245
HI_AMR,,2019,7.75762,7.64085,7.86732,0.04220423673252151
HI_EMR,,2010,53.8459,42.75092,66.09918,0.7273881609952412
HI_EMR,,2011,53.69879,42.61678,66.21624,0.7252011102504903
HI_EMR,,2012,54.99951,43.55448,67.70509,0.7445386171821224
HI_EMR,,2013,53.6446,42.50926,66.18251,0.7243954799068151
HI_EMR,,2014,50.25738,39.57146,61.85275,0.6740384543909752
HI_EMR,,2015,54.90799,43.60544,67.46894,0.7431780102610456
HI_EMR,,2016,52.64365,41.63791,64.80309,0.7095145850461093
HI_EMR,,2017,54.62054,43.16107,67.35227,0.7389045568141103
HI_EMR,,2018,54.56832,43.19826,67.36664,0.738128214010148
HI_EMR,,2019,53.1438,41.87343,65.88751,0.7169502007757481
HI_EUR,,2010,16.05235,15.90644,16.2031,0.16552009169824616
HI_EUR,,2011,16.40925,16.23631,16.5395,0.17082604242084556
HI_EUR,,2012,14.76035,14.62293,14.88205,0.14631222301346486
HI_EUR,,2013,14.28057,14.16792,14.3924,0.13917944341781127
HI_EUR,,2014,13.47175,13.35256,13.59155,0.12715490135153817
HI_EUR,,2015,13.67118,13.56072,13.81085,0.13011978157739415
HI_EUR,,2016,12.62774,12.51559,12.73259,0.11460719759871907
HI_EUR,,2017,12.71925,12.6151,12.82665,0.11596765585208157
HI_EUR,,2018,12.80471,12.70848,12.90802,0.11723817013830556
HI_EUR,,2019,11.58116,11.49186,11.66743,0.09904793195776053
HI_WPR,,2010,17.28582,16.59011,18.10482,0.18385780825135548
HI_WPR,,2011,16.85166,16.09438,17.51886,0.17740325076824037
HI_WPR,,2012,15.03415,14.4997,15.5677,0.15038274503040996
HI_WPR,,2013,16.26599,15.68412,16.93517,0.16869622874609186
HI_WPR,,2014,16.29937,15.62703,16.85945,0.1691924815763535
HI_WPR,,2015,15.52877,14.91036,16.05573,0.15773614751405282
HI_WPR,,2016,15.31087,14.69667,15.85126,0.15449667801992445
HI_WPR,,2017,14.57605,13.88589,15.04361,0.14357227703931222
HI_WPR,,2018,13.46816,13.00217,13.9459,0.12710152964211222
HI_WPR,,2019,13.78117,13.25934,14.25913,0.1317549777667433
HND,AMR,2010,22.41273,16.27811,30.00908,0.2600784073525105
HND,AMR,2011,24.6973,17.47797,32.53569,0.2940425873534322
HND,AMR,2012,22.49206,15.96945,30.5747,0.2612577883298817
HND,AMR,2013,24.52253,17.53294,32.89173,0.291444321710987
HND,AMR,2014,23.10055,16.54553,30.8249,0.27030407007601376
HND,AMR,2015,23.07178,16.20457,31.10064,0.26987635306203456
HND,AMR,2016,22.63153,15.9653,30.6932,0.2633312569409239
HND,AMR,2017,21.06729,14.71081,28.71002,0.24007605840262486
HND,AMR,2018,20.02576,14.30142,26.61986,0.22459186995737693
HND,AMR,2019,18.93138,13.48115,25.56041,0.2083219726421672
HRV,EUR,2010,20.99358,19.42111,22.68224,0.23898022868067811
HRV,EUR,2011,22.06682,20.49259,23.67354,0.25493584244790307
HRV,EUR,2012,19.8851,18.43623,21.30281,0.22250070988833567
HRV,EUR,2013,18.93214,17.51459,20.47795,0.20833327138845237
HRV,EUR,2014,19.0963,17.63686,20.65709,0.2107738005860481
HRV,EUR,2015,18.64689,17.30805,20.21725,0.20409252483865833
HRV,EUR,2016,17.72706,16.3444,19.01509,0.19041762247617972
HRV,EUR,2017,18.22426,16.90956,19.70345,0.1978093812301064
HRV,EUR,2018,18.97625,17.51117,20.43765,0.2089890446761348
HRV,EUR,2019,15.28803,14.16349,16.51429,0.15415712096051234
HTI,AMR,2010,9.56173,5.33002,16.77126,0.06902552773321877
HTI,AMR,2011,9.04796,5.17821,15.62051,0.0613874265767326
HTI,AMR,2012,9.60844,5.54904,17.15041,0.0697199546266136
HTI,AMR,2013,9.36743,5.31382,17.34141,0.06613691404478764
HTI,AMR,2014,9.92126,5.52423,18.42757,0.07437057806467343
HTI,AMR,2015,10.14026,5.83282,17.68992,0.07762640100737242
HTI,AMR,2016,10.36243,5.78062,18.88096,0.0809293516154977
HTI,AMR,2017,10.61368,5.80472,18.10418,0.08466462793674487
HTI,AMR,2018,10.23239,5.76333,17.36256,0.0789960766590202
HTI,AMR,2019,9.69133,5.40722,16.63942,0.07095226131026804
HUN,EUR,2010,19.48187,18.46479,20.68694,0.21650598164548399
HUN,EUR,2011,20.28949,19.03175,21.56522,0.22851268358604365
HUN,EUR,2012,18.09601,17.12066,19.19984,0.1959027177944847
HUN,EUR,2013,17.41172,16.62987,18.49624,0.18572953477412169
HUN,EUR,2014,17.6783,16.86694,18.66233,0.18969271870135776
HUN,EUR,2015,17.16101,16.20936,18.11837,0.1820022865094456
HUN,EUR,2016,16.18065,15.32213,17.13385,0.1674274984724392
HUN,EUR,2017,16.61689,15.71387,17.66477,0.17391297884012424
HUN,EUR,2018,17.25407,16.35646,18.15798,0.18338578825852123
HUN,EUR,2019,14.24457,13.39882,15.11141,0.13864423964640868
IDN,SEAR,2010,20.59222,16.4998,24.62591,0.2330133013003965
IDN,SEAR,2011,19.12046,15.79012,23.06241,0.21113298178374498
IDN,SEAR,2012,20.27159,17.12309,24.50764,0.22824656837748514
IDN,SEAR,2013,20.90741,17.74059,24.49391,0.2376991589867403
IDN,SEAR,2014,18.87457,16.05976,22.73228,0.20747739135735105
IDN,SEAR,2015,19.34402,16.09159,23.52101,0.21445659720415494
IDN,SEAR,2016,20.77603,17.39609,25.34706,0.23574596255654945
IDN,SEAR,2017,18.41187,15.34566,21.87649,0.2005985362176852
IDN,SEAR,2018,18.46806,15.57825,22.89615,0.20143390010421608
IDN,SEAR,2019,19.3398,16.75919,23.72202,0.21439385942872943
IND,SEAR,2010,55.16824,49.72793,59.82404,0.7470470875251434
IND,SEAR,2011,55.05154,52.34121,57.62451,0.7453121352995135
IND,SEAR,2012,55.71659,53.57476,57.93259,0.7551992816376045
IND,SEAR,2013,58.2048,55.61116,60.77813,0.7921909309720936
IND,SEAR,2014,55.88501,53.24367,58.39144,0.757703143281483
IND,SEAR,2015,55.47851,52.72362,57.77192,0.7516598006960622
IND,SEAR,2016,52.99866,50.57113,55.27544,0.7147924375707101
IND,SEAR,2017,51.30151,48.77812,53.21048,0.6895612964419355
IND,SEAR,2018,55.47787,53.03153,58.01829,0.7516502859623484
IND,SEAR,2019,50.17359,47.86732,52.42847,0.6727927676130357
IRL,EUR,2010,9.902,9.24542,10.39366,0.07408424404697303
IRL,EUR,2011,10.60182,9.90854,11.17319,0.08448830802761056
IRL,EUR,2012,9.42652,8.81901,9.95294,0.06701539156845925
IRL,EUR,2013,9.32749,8.71596,9.85618,0.06554313519395931
IRL,EUR,2014,8.73801,8.1889,9.20774,0.05677947077267069
IRL,EUR,2015,9.16187,8.58403,9.6752,0.06308090051007893
IRL,EUR,2016,8.07617,7.54948,8.54333,0.0469400467708629
IRL,EUR,2017,8.13348,7.59744,8.58668,0.04779206144139296
IRL,EUR,2018,8.30705,7.76218,8.77375,0.05037248695812476
IRL,EUR,2019,8.19503,7.66002,8.65482,0.048707111222777065
IRN,EMR,2010,29.88702,26.15644,33.48878,0.3711969683679704
IRN,EMR,2011,29.6127,25.95534,33.12824,0.3671187156298828
IRN,EMR,2012,29.63387,25.96779,33.1592,0.3674334451810104
IRN,EMR,2013,29.5478,25.90017,33.05241,0.36615386216421536
IRN,EMR,2014,29.05687,25.42514,32.52233,0.35885531806714127
IRN,EMR,2015,29.87318,26.17421,33.4331,0.370991212251409
IRN,EMR,2016,29.5019,25.84905,32.96171,0.3654714773556771
IRN,EMR,2017,30.35325,26.52094,33.98292,0.3781283032107766
IRN,EMR,2018,32.17821,27.93298,36.30077,0.4052595663957445
IRN,EMR,2019,31.61622,27.47198,35.51562,0.39690458952100743
IRQ,EMR,2010,39.31795,31.91451,49.33745,0.5114044490300176
IRQ,EMR,2011,38.61172,31.33918,48.43269,0.5009050890445275
IRQ,EMR,2012,38.56523,31.31601,48.35454,0.5002139328408467
IRQ,EMR,2013,38.55701,31.27435,48.42443,0.5000917279797098
IRQ,EMR,2014,36.63165,29.83864,45.75863,0.47146784094338584
IRQ,EMR,2015,39.05414,31.7127,49.13469,0.5074824460596365
IRQ,EMR,2016,38.51472,31.29134,48.39063,0.499463012216026
IRQ,EMR,2017,38.85521,31.55338,48.90402,0.5045249992194945
IRQ,EMR,2018,39.97648,32.44521,50.45014,0.5211946640183991
IRQ,EMR,2019,39.28878,31.90712,49.47615,0.5109707853074672
ISL,EUR,2010,6.90546,6.08806,7.71684,0.029535368792565415
ISL,EUR,2011,7.45684,6.57995,8.34184,0.03773260922245298
ISL,EUR,2012,6.63645,5.86487,7.39723,0.02553605861075967
ISL,EUR,2013,6.38553,5.63308,7.10326,0.02180568832408372
ISL,EUR,2014,6.03472,5.32526,6.73072,0.016590276239479895
ISL,EUR,2015,6.43001,5.67037,7.1594,0.022466962317194458
ISL,EUR,2016,5.68914,5.03209,6.31883,0.011452617369443726
ISL,EUR,2017,5.75077,5.07641,6.39411,0.01236885649254208
ISL,EUR,2018,5.88924,5.20338,6.56483,0.014427458332156374
ISL,EUR,2019,5.78865,5.10588,6.45684,0.012932009794229005
ISR,EUR,2010,24.22698,22.71752,25.7657,0.28705044741548613
ISR,EUR,2011,23.7084,22.17768,25.22193,0.279340837088432
ISR,EUR,2012,22.15262,20.69436,23.55646,0.2562114114364126
ISR,EUR,2013,22.07348,20.68055,23.34174,0.2550348551456126
ISR,EUR,2014,20.4316,19.20824,21.54752,0.23062540047365532
ISR,EUR,2015,21.65498,20.25103,22.92373,0.2488131113030576
ISR,EUR,2016,19.90068,18.596,21.15301,0.22273233418718158
