Id,IndicatorCode,SpatialDim,ParentLocationCode,TimeDim,NumericValue_MDG,Low,High
247187,MDG_0000000007,TZA,AFR,2011,66.597998026,58.640132727,74.984317546
248555,MDG_0000000007,UNSDG_CENTRALASIA,,2019,19.140567635,17.652088531,20.963240852
248968,MDG_0000000007,MMR,SEAR,2010,65.67234063,55.517586242,76.768138579
251509,MDG_0000000007,TJK,EUR,2011,27.790651664,22.627237899,33.895336901
253092,MDG_0000000007,EGY,EMR,2010,28.609741674,25.524695275,32.191544074
255924,MDG_0000000007,RWA,AFR,2013,48.47773585,40.308208419,57.75759177
257649,MDG_0000000007,AGO,AFR,2017,59.674367812,27.5554543,109.546692455
259536,MDG_0000000007,KOR,WPR,2013,3.726376716,3.654784134,3.799326575
261003,MDG_0000000007,LSO,AFR,2016,71.826438204,64.214429622,80.293650576
262644,MDG_0000000007,TKM,EUR,2018,32.1000851,21.809358396,46.057442298
263364,MDG_0000000007,COG,AFR,2017,49.271527437,31.557788,75.823266599
263749,MDG_0000000007,SEN,AFR,2016,42.505526961,37.557975872,47.982669368
264959,MDG_0000000007,RUS,EUR,2014,8.92426778,8.756807112,9.098415399
266192,MDG_0000000007,GTM,AMR,2017,17.407844174,13.020646018,22.962376654
267910,MDG_0000000007,BRA,AMR,2014,24.452737515,20.691198833,28.473361079
270176,MDG_0000000007,UNSDG_WESTERNASIANORTHERNAFR,,2014,29.372463679,27.560523932,31.488782179
271177,MDG_0000000007,SWZ,AFR,2010,77.202434191,64.8897219,91.513020038
271587,MDG_0000000007,JOR,EMR,2018,16.729820223,13.258885619,21.392177076
272556,MDG_0000000007,YEM,EMR,2010,47.839061912,40.660051739,55.635131357
273439,MDG_0000000007,TZA,AFR,2015,51.5629662,44.615088125,59.292122263
273928,MDG_0000000007,GEO,EUR,2010,12.106358351,10.088647271,14.397469427
274042,MDG_0000000007,JOR,EMR,2019,16.304022781,12.671334898,21.268604979
274487,MDG_0000000007,THA,SEAR,2014,12.296675133,10.525065832,13.477338788
274648,MDG_0000000007,UKR,EUR,2010,7.758147767,5.751770429,10.277234362
275846,MDG_0000000007,MHL,WPR,2012,38.214015131,30.604976199,48.512519191
276427,MDG_0000000007,PAK,EMR,2012,97.640896146,88.528802945,107.514505044
276707,MDG_0000000007,FSM,WPR,2015,29.754333887,15.993611641,53.838994705
278230,MDG_0000000007,ARG,AMR,2014,16.372526087,13.686440512,19.264891458
282273,MDG_0000000007,JOR,EMR,2011,18.456224504,16.016421527,21.227086067
284131,MDG_0000000007,FJI,WPR,2010,22.404612859,20.25292898,24.576435551
286239,MDG_0000000007,BGR,EUR,2018,6.965479464,6.718830885,7.226475595
286580,MDG_0000000007,BLR,EUR,2016,3.867052296,3.483968861,4.249054718
287127,MDG_0000000007,DZA,AFR,2014,26.963506057,23.751033367,30.377417394
287698,MDG_0000000007,UNICEFREGIONNA,,2016,6.550285113,6.455838317,6.64575939
288209,MDG_0000000007,BDI,AFR,2019,63.036038265,41.412493074,95.30084345
289184,MDG_0000000007,RUS,EUR,2018,6.331894432,6.208229644,6.460065496
291074,MDG_0000000007,JOR,EMR,2019,18.466246633,14.176592686,24.410464868
292120,MDG_0000000007,CIV,AFR,2016,57.069197713,48.575491664,66.885506404
294499,MDG_0000000007,RWA,AFR,2010,67.319482048,58.830636364,76.756714814
294562,MDG_0000000007,SOM,EMR,2019,84.162467078,41.281361981,174.730104637
294905,MDG_0000000007,AGO,AFR,2017,80.472957582,38.472454252,144.286390517
299017,MDG_0000000007,DEU,EUR,2017,3.84546899,3.777529827,3.919758244
299940,MDG_0000000007,AFG,EMR,2015,51.922131236,43.999567412,60.692070999
300906,MDG_0000000007,SOM,EMR,2016,122.731966578,69.07647584,224.387465664
303559,MDG_0000000007,PER,AMR,2019,25.461719506,20.964226983,30.859177793
303939,MDG_0000000007,BEN,AFR,2012,103.868648282,95.285156228,113.292883936
305348,MDG_0000000007,GAB,AFR,2010,48.185570484,40.150626137,57.307198887
307396,MDG_0000000007,ZWE,AFR,2011,73.873335544,65.025614917,83.86000232
308227,MDG_0000000007,GMB,AFR,2015,75.318527789,62.566769294,89.648874277
310041,MDG_0000000007,GHA,AFR,2015,52.498543917,48.268728583,56.980225641
313164,MDG_0000000007,IRQ,EMR,2015,31.990367758,26.097174107,38.997853715
313809,MDG_0000000007,TUR,EUR,2019,10.837568667,9.561946999,12.213895746
314042,MDG_0000000007,BOL,AMR,2010,49.940792393,42.727607145,58.016151727
315574,MDG_0000000007,FIN,EUR,2013,2.649124929,2.518462139,2.784067603
316516,MDG_0000000007,ARG,AMR,2015,8.477254979,6.36777904,11.117661303
317927,MDG_0000000007,NAM,AFR,2012,55.096904792,45.253488376,66.883122555
319524,MDG_0000000007,PSE,EMR,2011,21.193026673,18.611194084,24.206607726
321997,MDG_0000000007,COG,AFR,2014,47.191571363,33.02217203,64.752165042
322469,MDG_0000000007,DZA,AFR,2015,24.929632329,23.482461392,26.391984727
324166,MDG_0000000007,UNSDG_LLDC,,2010,83.990348766,81.830691076,86.577777247
325796,MDG_0000000007,LAO,WPR,2019,63.756433666,46.00908072,86.28179211
328016,MDG_0000000007,MMR,SEAR,2011,70.519542047,57.307499728,85.012429518
334329,MDG_0000000007,UNICEF_ECARO,,2018,14.208000085,13.538350257,15.001259448
336059,MDG_0000000007,TON,WPR,2012,16.534866593,12.673346858,21.126008154
336561,MDG_0000000007,JAM,AMR,2014,18.745564973,17.761393302,19.801668392
337355,MDG_0000000007,ZMB,AFR,2013,68.440013541,61.595380035,75.935367374
341160,MDG_0000000007,GRD,AMR,2012,16.401709556,14.887383751,18.079492054
341890,MDG_0000000007,NZL,WPR,2012,6.001474519,5.815651283,6.209242194
342003,MDG_0000000007,SOM,EMR,2016,129.638288903,74.802715942,234.034421579
343632,MDG_0000000007,GTM,AMR,2010,41.974712834,36.118956543,48.589045258
348665,MDG_0000000007,TGO,AFR,2018,39.519208209,30.84184002,50.03129851
351999,MDG_0000000007,NPL,SEAR,2018,28.52081597,24.085491196,33.638628521
355218,MDG_0000000007,NER,AFR,2011,95.542849387,82.367376317,110.936893632
357695,MDG_0000000007,ZMB,AFR,2016,59.006779077,53.055318321,65.54349397
357804,MDG_0000000007,LKA,SEAR,2018,5.285834033,3.913612187,6.997322668
359326,MDG_0000000007,STP,AFR,2017,16.42084758,10.090848699,27.15226062
359522,MDG_0000000007,SWZ,AFR,2014,76.534762569,61.924266674,94.261718626
359923,MDG_0000000007,ZAF,AFR,2019,34.482041549,32.073977065,36.923181119
360770,MDG_0000000007,FJI,WPR,2019,25.999728757,23.321940527,28.674919057
360943,MDG_0000000007,COG,AFR,2012,58.163164341,46.010491937,70.946031461
362619,MDG_0000000007,XKX,,2017,12.613856879,11.620243435,13.719121121
365881,MDG_0000000007,AGO,AFR,2012,104.790583095,63.32376859,158.332001825
366855,MDG_0000000007,UNICEFREGIONSSA,,2015,88.121758842,83.60598794,94.875601342
366964,MDG_0000000007,STP,AFR,2012,25.74188185,18.911042618,34.267660435
366979,MDG_0000000007,TKM,EUR,2013,53.436358313,40.643471539,69.713732873
367243,MDG_0000000007,UZB,EUR,2012,25.173251673,21.553894237,28.868737372
367401,MDG_0000000007,MRT,AFR,2018,38.919981855,31.479573685,47.950992515
368577,MDG_0000000007,POL,EUR,2017,4.644748055,4.547882341,4.741427721
369046,MDG_0000000007,ATG,AMR,2013,11.334993664,9.91184031,12.987549371
369445,MDG_0000000007,NGA,AFR,2017,61.570673471,49.903342019,76.944715327
374554,MDG_0000000007,NAM,AFR,2019,58.553273851,45.568411712,75.722363435
375148,MDG_0000000007,TJK,EUR,2014,25.622715511,21.152451579,30.756360324
375908,MDG_0000000007,UNICEFREGIONSA,,2018,42.790306966,40.739344376,45.032995722
376168,MDG_0000000007,VUT,WPR,2013,25.46672557,19.66769716,32.165521301
376399,MDG_0000000007,NAM,AFR,2015,51.53900228,40.263872108,64.14898544
379264,MDG_0000000007,SYR,EMR,2011,19.141555991,14.425865853,24.239955728
380958,MDG_0000000007,KEN,AFR,2017,35.19240827,30.180726142,41.009226888
381771,MDG_0000000007,BGD,SEAR,2017,35.182128406,33.573798456,36.716704303
381827,MDG_0000000007,NZL,WPR,2010,6.219654493,6.036464772,6.430384018
381847,MDG_0000000007,ETH,AFR,2012,75.252574032,69.171394489,82.145230611
382512,MDG_0000000007,MMR,SEAR,2018,45.977622255,32.430520383,62.053545995
383443,MDG_0000000007,LKA,SEAR,2013,6.852041308,5.059500065,9.038795815
384240,MDG_0000000007,EMR,,2010,61.676427223,58.930893017,65.392960948
384642,MDG_0000000007,THA,SEAR,2018,10.678327972,9.10173389,12.346530138
386394,MDG_0000000007,SOM,EMR,2013,102.728371751,59.988192885,180.992331121
387027,MDG_0000000007,PER,AMR,2013,18.239946443,16.342724149,20.21286398
387730,MDG_0000000007,DOM,AMR,2013,44.616555009,37.54076215,52.617116704
387944,MDG_0000000007,ATG,AMR,2016,10.809701192,9.359099297,12.51060644
389590,MDG_0000000007,MDG,AFR,2017,60.126541786,51.633766955,69.858078143
392003,MDG_0000000007,BEL,EUR,2018,3.98640534,3.864617269,4.116110644
392603,MDG_0000000007,GNQ,AFR,2014,103.660372507,70.638878832,146.101463164
393118,MDG_0000000007,MDG,AFR,2013,80.757542121,70.22309452,92.564900675
